date,CAT,MMM,PG,BA,VZ,WMT,GS,DD,INTC,TRV,MRK,MCD,CSCO,JPM,NKE,CVX,UNH,WBA,AAPL,PFE,IBM,KO,JNJ,XOM,AXP,HD,RTX,V,DIS,MSFT
2009-08-05,31.78464698791504,37.765506744384766,34.928916931152344,34.01022720336914,13.804984092712402,11.806385040283203,130.74122619628906,22.70313262939453,12.195980072021484,32.47168731689453,16.982080459594727,36.218055725097656,14.906864166259766,28.53385162353516,11.85555934906006,38.58707809448242,21.08148002624512,19.274921417236328,4.985454559326172,8.579328536987305,67.37176513671875,15.46034336090088,38.91595077514648,39.94363021850586,24.348424911499023,18.326425552368164,23.78980255126953,15.36220932006836,21.589689254760746,17.814237594604492
2009-08-06,32.125396728515625,38.065189361572266,33.34153747558594,35.1611442565918,13.668132781982422,11.753600120544434,129.2759552001953,22.357398986816406,12.09251594543457,32.61110305786133,16.838695526123047,36.053688049316406,15.000998497009276,27.830411911010746,11.980310440063477,38.28849792480469,20.920429229736328,19.4469051361084,4.949221134185791,8.536078453063965,67.06324768066406,15.529516220092772,38.5811767578125,39.77252197265625,25.110321044921875,18.472585678100582,24.158355712890625,15.422871589660645,21.675125122070312,17.5523738861084
2009-08-07,32.56153869628906,38.32806015014648,33.71085357666016,36.06490707397461,13.721111297607422,11.827987670898438,126.8725814819336,22.13650894165039,11.96318531036377,33.08514404296875,17.263107299804688,36.29036712646485,14.92031192779541,28.929969787597656,12.073874473571776,38.42671203613281,21.347213745117188,19.56792449951172,4.997531890869141,8.627983093261719,68.17733764648438,15.513798713684082,38.5618782043457,39.62421417236328,26.217065811157227,18.97372436523437,24.39090919494629,15.53969383239746,22.80288314819336,17.6271915435791
2009-08-10,32.13222122192383,37.28179550170898,33.80155944824219,35.354270935058594,13.650474548339844,11.931175231933594,124.32200622558594,21.445045471191406,12.131315231323242,32.360137939453125,17.549869537353516,36.99382019042969,14.550497055053713,29.155345916748047,11.880508422851562,38.277442932128906,21.79815673828125,19.56792449951172,4.973677635192871,8.600953102111816,67.81739807128906,15.545238494873049,39.08975601196289,39.45881271362305,25.936368942260746,18.862363815307617,24.52252960205078,15.474542617797852,22.58929443359375,17.52244758605957
2009-08-11,31.539295196533203,37.50788497924805,33.64605712890625,35.06074142456055,13.509194374084473,12.007963180541992,123.43817901611328,21.541088104248047,12.053712844848633,31.32143783569336,17.395017623901367,36.8294792175293,14.234469413757324,28.165063858032227,11.8077392578125,37.564186096191406,22.402088165283203,19.58067512512207,4.916609287261963,8.557703018188477,67.29747772216797,15.419476509094238,38.76787567138672,39.09726333618164,25.270721435546875,18.71619415283203,24.469873428344727,15.41388988494873,22.12793731689453,17.30547332763672
2009-08-12,32.42523956298828,38.02837753295898,33.74325180053711,35.79454803466797,13.778501510620115,12.187233924865724,126.9578857421875,21.541088104248047,12.163643836975098,32.36711883544922,17.63016128540039,36.98725128173828,14.409294128417969,28.82752990722656,11.959521293640137,37.99546813964844,22.377931594848636,19.95011329650879,4.991493701934815,8.57392406463623,68.15451049804688,15.237104415893556,39.00607681274414,39.659664154052734,25.5032958984375,18.931968688964844,25.522911071777344,15.401512145996094,22.40132713317871,17.60474395751953
2009-08-13,32.14582443237305,38.17033386230469,33.88579177856445,36.010841369628906,13.703446388244627,12.51779842376709,127.51612091064452,21.93483161926269,12.318842887878418,33.09211349487305,17.767812728881836,36.67167282104492,14.463088035583496,29.29876708984375,12.019815444946287,37.8903923034668,22.84498405456543,20.2877140045166,5.085397243499756,8.541484832763672,68.3201675415039,15.130194664001465,38.8322639465332,39.453067779541016,25.64765167236328,19.26605796813965,25.185062408447266,15.453266143798828,22.43550491333008,17.672086715698242
2009-08-14,31.34848976135254,37.49736404418945,33.93114471435547,34.65906524658203,13.721111297607422,12.49607753753662,126.15939331054688,21.25296974182129,12.137781143188477,32.93875503540039,17.767812728881836,36.336402893066406,14.328604698181152,28.991439819335938,11.822295188903809,37.94569396972656,22.595354080200195,20.141210556030277,5.035879135131836,8.525269508361816,67.74311065673828,15.240246772766112,38.67773818969727,39.143184661865234,25.43913459777832,18.89020538330078,25.101703643798828,15.255252838134766,22.09376335144043,17.724458694458008
2009-08-17,29.951431274414062,36.84541702270508,33.827484130859375,34.11064529418945,13.341437339782717,12.4429931640625,121.91087341308594,20.08131980895996,11.930853843688965,32.49258804321289,17.710451126098633,35.830169677734375,13.938621520996094,27.81675338745117,11.527043342590332,37.18620681762695,22.93356132507324,19.472383499145508,4.818777084350586,8.584735870361328,66.7661361694336,15.312565803527832,38.51036834716797,38.19058609008789,24.37248420715332,18.17329978942871,24.627840042114254,14.946999549865724,21.43590545654297,17.395263671875
2009-08-18,30.74196052551269,36.98738098144531,33.982967376708984,33.8171272277832,13.367925643920898,12.392326354980469,124.41497802734376,20.2637882232666,12.137781143188477,33.11997985839844,17.612953186035156,36.32981491088867,14.126890182495115,28.47923469543457,11.562395095825195,37.38166809082031,22.69198608398437,19.631629943847656,4.951938152313232,8.63879680633545,67.20606231689453,15.284274101257324,38.49749374389648,38.15613555908203,25.415077209472656,18.744037628173828,24.926193237304688,15.077506065368652,21.529884338378903,17.741355895996094
